Date,Open,High,Low,Close,Adj Close,Volume
2019-05-23,1519.000000,1555.900024,1489.199951,1499.750000,1498.942017,5796574
2019-05-24,1510.000000,1524.000000,1490.000000,1511.699951,1510.885498,2873390
2019-05-27,1506.650024,1533.000000,1500.000000,1529.400024,1528.576050,2228063
2019-05-28,1533.000000,1533.000000,1500.000000,1511.000000,1510.185913,1993302
2019-05-29,1509.300049,1530.000000,1502.000000,1513.900024,1513.084351,1450826
2019-05-30,1513.900024,1541.750000,1511.900024,1535.349976,1534.522827,2939419
2019-05-31,1536.000000,1544.000000,1467.400024,1522.150024,1521.329956,2760214
2019-06-03,1513.199951,1534.800049,1506.000000,1531.250000,1530.425049,1235302
2019-06-04,1530.000000,1540.000000,1522.199951,1531.349976,1530.524902,1174433
2019-06-06,1532.550049,1540.900024,1501.000000,1514.250000,1513.434204,2044919
2019-06-07,1523.800049,1523.800049,1487.750000,1511.800049,1510.985596,1533892
2019-06-10,1503.300049,1510.900024,1486.599976,1502.599976,1501.790405,1715150
2019-06-11,1509.300049,1514.250000,1492.550049,1507.699951,1506.887695,944811
2019-06-12,1500.000000,1502.500000,1476.150024,1483.500000,1482.700684,1768429
2019-06-13,1482.000000,1509.000000,1476.949951,1504.000000,1503.189697,2303315
2019-06-14,1504.050049,1504.050049,1465.599976,1473.849976,1473.055908,1953510
2019-06-17,1478.000000,1478.400024,1451.099976,1460.349976,1459.563232,2366222
2019-06-18,1465.000000,1474.500000,1455.150024,1461.849976,1461.062378,2424818
2019-06-19,1473.000000,1504.800049,1471.900024,1497.800049,1496.993042,3891330
2019-06-20,1500.500000,1520.000000,1497.000000,1518.349976,1517.531982,2567566
2019-06-21,1516.000000,1516.000000,1483.199951,1489.800049,1488.997437,1214842
2019-06-24,1489.000000,1497.300049,1464.349976,1470.599976,1469.807617,2026531
2019-06-25,1471.849976,1491.250000,1467.000000,1483.900024,1483.100586,2052490
2019-06-26,1485.000000,1496.000000,1475.349976,1490.599976,1489.796875,2210462
2019-06-27,1500.000000,1506.699951,1477.500000,1481.599976,1480.801758,3860539
2019-06-28,1485.000000,1486.099976,1471.599976,1477.099976,1476.304199,1814086
2019-07-01,1486.900024,1490.900024,1469.400024,1481.199951,1480.401978,1904359
2019-07-02,1483.900024,1486.949951,1467.050049,1471.500000,1470.707153,1803732
2019-07-03,1473.949951,1482.000000,1462.349976,1475.000000,1474.205322,2647048
2019-07-04,1475.000000,1504.849976,1475.000000,1497.800049,1496.993042,3025925
2019-07-05,1504.849976,1520.000000,1500.050049,1517.199951,1516.382568,2967320
2019-07-08,1513.400024,1513.400024,1470.050049,1475.300049,1474.505249,1792258
2019-07-09,1471.000000,1473.000000,1440.000000,1462.849976,1462.061890,2297420
2019-07-10,1463.000000,1481.849976,1460.849976,1475.849976,1475.054810,2180732
2019-07-11,1479.000000,1493.800049,1472.050049,1484.949951,1484.149902,1598491
2019-07-12,1486.949951,1494.500000,1475.900024,1483.650024,1483.650024,2072545
2019-07-15,1489.000000,1510.949951,1478.599976,1508.099976,1508.099976,1752154
2019-07-16,1508.000000,1511.500000,1490.000000,1501.449951,1501.449951,1351435
2019-07-17,1501.900024,1546.849976,1497.050049,1534.599976,1534.599976,6202534
2019-07-18,1531.349976,1543.250000,1526.199951,1538.250000,1538.250000,2266820
2019-07-19,1540.000000,1540.750000,1490.000000,1498.900024,1498.900024,2094229
2019-07-22,1493.000000,1496.949951,1442.150024,1454.300049,1454.300049,3423157
2019-07-23,1460.000000,1512.000000,1455.250000,1494.000000,1494.000000,7659628
2019-07-24,1493.000000,1510.000000,1476.550049,1497.199951,1497.199951,2938236
2019-07-25,1492.000000,1504.000000,1479.949951,1485.050049,1485.050049,2838923
2019-07-26,1490.000000,1517.949951,1477.050049,1511.849976,1511.849976,1681353
2019-07-29,1513.750000,1524.449951,1497.199951,1502.500000,1502.500000,2099735
2019-07-30,1505.000000,1509.599976,1484.050049,1498.699951,1498.699951,1743748
2019-07-31,1490.099976,1534.699951,1480.750000,1519.550049,1519.550049,2947808
2019-08-01,1505.949951,1519.000000,1486.000000,1495.800049,1495.800049,2257753
2019-08-02,1488.000000,1514.949951,1470.050049,1507.599976,1507.599976,3870809
2019-08-05,1495.000000,1495.000000,1455.050049,1460.099976,1460.099976,3864546
2019-08-06,1454.300049,1493.849976,1451.650024,1485.300049,1485.300049,2830608
2019-08-07,1493.900024,1499.599976,1465.550049,1476.300049,1476.300049,2362381
2019-08-08,1485.000000,1509.800049,1466.949951,1502.750000,1502.750000,1932121
2019-08-09,1506.000000,1535.500000,1504.250000,1532.099976,1532.099976,2445659
2019-08-13,1525.099976,1534.000000,1505.250000,1511.400024,1511.400024,2765975
2019-08-14,1515.000000,1515.400024,1479.449951,1491.800049,1491.800049,2354908
2019-08-16,1489.000000,1506.500000,1477.500000,1498.949951,1498.949951,2169754
2019-08-19,1505.000000,1519.500000,1490.550049,1496.349976,1496.349976,1547598
2019-08-20,1490.550049,1511.250000,1482.650024,1505.099976,1505.099976,1724609
2019-08-21,1504.000000,1517.800049,1496.000000,1505.750000,1505.750000,1484415
2019-08-22,1503.949951,1510.000000,1472.400024,1478.250000,1478.250000,1874751
2019-08-23,1479.900024,1487.000000,1446.099976,1470.199951,1470.199951,3615793
2019-08-26,1500.000000,1519.500000,1453.099976,1512.800049,1512.800049,2187678
2019-08-27,1514.000000,1522.750000,1494.449951,1501.550049,1501.550049,2740804
2019-08-28,1499.199951,1501.000000,1473.349976,1483.650024,1483.650024,2291006
2019-08-29,1479.500000,1479.500000,1446.750000,1450.849976,1450.849976,3931367
2019-08-30,1448.099976,1459.599976,1423.099976,1431.449951,1431.449951,4717533
2019-09-03,1429.000000,1429.000000,1405.050049,1414.300049,1414.300049,2752565
2019-09-04,1414.099976,1438.000000,1398.650024,1426.449951,1426.449951,2419629
2019-09-05,1431.900024,1441.849976,1405.449951,1410.150024,1410.150024,2381023
2019-09-06,1412.500000,1444.599976,1412.500000,1441.550049,1441.550049,2245219
2019-09-09,1439.000000,1474.550049,1424.050049,1471.300049,1471.300049,3212756
2019-09-11,1471.300049,1478.900024,1459.000000,1475.199951,1475.199951,2604896
2019-09-12,1480.000000,1483.650024,1452.000000,1457.550049,1457.550049,2424954
2019-09-13,1457.000000,1486.000000,1447.199951,1484.250000,1484.250000,1768490
2019-09-16,1474.000000,1491.849976,1465.000000,1474.949951,1474.949951,1857768
2019-09-17,1471.250000,1480.949951,1444.000000,1448.300049,1448.300049,1354586
2019-09-18,1450.000000,1478.949951,1449.900024,1464.750000,1464.750000,1854425
2019-09-19,1464.800049,1464.800049,1445.000000,1452.599976,1452.599976,1449873
2019-09-20,1455.000000,1598.900024,1450.500000,1538.849976,1538.849976,7159489
2019-09-23,1575.000000,1652.000000,1528.800049,1640.599976,1640.599976,6854029
2019-09-24,1633.300049,1641.699951,1590.000000,1618.099976,1618.099976,3770541
2019-09-25,1617.000000,1617.000000,1580.500000,1601.599976,1601.599976,3567544
2019-09-26,1607.000000,1683.949951,1605.250000,1626.849976,1626.849976,4308028
2019-09-27,1615.849976,1649.400024,1605.949951,1643.500000,1643.500000,2582561
2019-09-30,1635.099976,1662.000000,1614.300049,1644.449951,1644.449951,3357859
2019-10-01,1638.800049,1657.000000,1623.699951,1648.199951,1648.199951,2925536
2019-10-03,1644.250000,1644.250000,1607.000000,1615.750000,1615.750000,2654566
2019-10-04,1630.000000,1633.699951,1557.300049,1563.150024,1563.150024,5487681
2019-10-07,1563.000000,1593.599976,1549.300049,1555.650024,1555.650024,3045534
2019-10-09,1559.300049,1627.750000,1547.750000,1612.349976,1612.349976,2598430
2019-10-10,1599.900024,1607.349976,1567.000000,1584.800049,1584.800049,1569421
2019-10-11,1595.199951,1625.000000,1575.199951,1587.750000,1587.750000,2425841
2019-10-14,1598.000000,1609.000000,1576.250000,1585.500000,1585.500000,2010190
2019-10-15,1595.400024,1629.500000,1577.500000,1615.599976,1615.599976,2706471
2019-10-16,1615.000000,1623.300049,1592.599976,1605.550049,1605.550049,2686333
2019-10-17,1610.000000,1613.599976,1586.500000,1604.550049,1604.550049,2076349
2019-10-18,1603.800049,1619.599976,1591.000000,1615.250000,1615.250000,2357607
2019-10-22,1626.849976,1643.000000,1592.000000,1628.849976,1628.849976,4895082
2019-10-23,1630.000000,1638.699951,1603.300049,1613.650024,1613.650024,3085230
2019-10-24,1619.900024,1629.900024,1597.550049,1613.199951,1613.199951,1600001
2019-10-25,1613.849976,1613.849976,1569.150024,1588.599976,1588.599976,2867020
2019-10-27,null,null,null,null,null,null
2019-10-29,1597.400024,1597.400024,1568.000000,1575.550049,1575.550049,3002530
2019-10-30,1579.900024,1588.550049,1573.800049,1578.900024,1578.900024,1677269
2019-10-31,1583.949951,1605.000000,1566.000000,1574.500000,1574.500000,2481421
2019-11-01,1572.000000,1585.949951,1563.000000,1579.900024,1579.900024,2219737
2019-11-04,1584.000000,1596.800049,1565.000000,1571.050049,1571.050049,1434393
2019-11-05,1568.599976,1569.750000,1550.300049,1553.900024,1553.900024,2263394
